Model,Explanation
Mistral 7B (Sentiment),India:0.0262; may:-0.0130; government:-0.0084; stock:0.0076; signals:0.0068; consumer:-0.0058; can:-0.0042; confidence:-0.0019; Markets:-0.0013; strategy:0.0006
GPT4oMini,government:-0.0377; stocks:0.0270; covered:-0.0266; development:0.0203; market:-0.0184; to:-0.0184; businesses:-0.0149; This:0.0147; spending:-0.0105; employees:-0.0100
GPT4oMini,bearish:-0.1315; declines:-0.1314; selling:-0.0861; drops:-0.0703; tweet:-0.0532; indicator:-0.0345; breakout:-0.0086; Breaking:-0.0043; heightened:0.0035; stock:0.0013
GPT4oMini,term:0.3634; short:-0.3157; Short:-0.1090; AAP:-0.1028; activity:0.0723; management:-0.0521; selling:-0.0518; influencing:-0.0361; focus:-0.0326; portfolio:-0.0261
GPT4oMini,buying:0.0085; performance:0.0070; Lastly:0.0068; indicates:0.0058; into:0.0054; buy:0.0042; Google:0.0013; Dow:0.0011; momentum:-0.0009; trend:-0.0009
GPT4oMini,trim:-0.0242; stock:0.0159; exposure:-0.0129; buying:0.0117; mention:-0.0108; trading:-0.0083; suggests:0.0064; lack:0.0044; Moving:0.0035; Increased:0.0032
GPT4oMini,stock:0.0062; indicated:0.0052; stocks:0.0042; tweet:0.0041; results:0.0036; or:0.0035; attract:0.0033; by:0.0033; we:0.0029; successful:0.0002
GPT4oMini,stock:0.0094; price:0.0042; buying:0.0042; potential:0.0040; investors:0.0038; resistance:0.0034; gains:0.0025; leading:0.0025; short:0.0012; VNG:0.0003
GPT4oMini,declines:-0.1457; decline:-0.1289; AAPL:-0.1197; selling:-0.1057; further:-0.0959; investors:-0.0919; slump:-0.0586; challenges:-0.0510; more:-0.0380; BBY:-0.0326
GPT4oMini,declines:-0.3932; decline:-0.2411; caution:-0.0894; content:-0.0846; perceived:-0.0636; error:-0.0593; about:-0.0324; stock:0.0300; the:0.0196; finishing:-0.0165
GPT4oMini,stock:0.0131; Stocks:0.0112; suggests:0.0100; test:0.0096; term:0.0093; sitting:0.0092; short:-0.0075; Opportunities:0.0030; dropped:-0.0011; despite:-0.0006
GPT4oMini,ambiguity:-0.0260; positive:0.0250; Metrics:0.0122; tweet:-0.0110; or:-0.0106; investor:0.0085; following:0.0081; prompting:-0.0074; relevance:0.0017; discussions:-0.0010
GPT4oMini,stock:0.0056; price:0.0042; if:0.0038; confidence:0.0036; prices:0.0033; indicated:0.0031; for:0.0030; Stocks:0.0029; holding:0.0026; Trends:-0.0001
GPT4oMini,short:-0.1472; media:-0.0655; Green:-0.0637; Triangle:-0.0536; bearish:-0.0518; behavior:-0.0442; of:-0.0404; potential:0.0254; value:0.0070; minimize:-0.0049
GPT4oMini,ban:-0.0826; billion:-0.0617; panic:-0.0606; struggling:-0.0562; Market:-0.0543; decreased:-0.0527; bleak:-0.0453; facing:-0.0232; Long:0.0070; like:-0.0033
GPT4oMini,negative:-0.1027; tweet:-0.0963; nature:-0.0787; tweets:-0.0659; language:-0.0638; affect:-0.0564; ambiguous:-0.0514; narrative:-0.0212; emotion:-0.0114; strong:0.0061
GPT4oMini,stock:0.0156; is:0.0105; moment:0.0075; critical:0.0071; the:0.0062; positioning:0.0021; if:-0.0020; downturns:0.0018; reversal:-0.0004; down:0.0002
GPT4oMini,lows:-0.3610; declines:-0.1369; to:-0.1272; bearish:-0.1225; declining:-0.1190; buy:0.0608; analysis:-0.0424; established:0.0413; opportunities:0.0321; potential:0.0092
GPT4oMini,selling:-0.1715; implications:-0.1512; stop:0.1108; decrease:-0.1008; their:-0.0962; to:-0.0881; a:0.0797; asset:0.0654; on:0.0270; create:0.0083
GPT4oMini,payroll:-0.1373; declines:-0.1113; taxes:-0.1065; sell:-0.0891; burdens:-0.0852; harming:-0.0785; concern:-0.0772; Walmart:-0.0483; affect:-0.0269; Operational:0.0179
GPT4oMini,stock:0.0184; the:0.0171; buy:0.0156; trend:-0.0137; short:-0.0129; upward:0.0115; mention:-0.0112; analysis:0.0068; drive:-0.0059; further:0.0039
GPT4oMini,delay:-0.2550; to:-0.1065; payments:-0.1049; pandemic:-0.1020; banks:-0.0722; spending:-0.0711; may:-0.0698; delayed:-0.0664; EMI:-0.0642; incentivized:0.0136
GPT4oMini,buying:0.0134; writer:-0.0101; indicates:0.0097; stock:0.0081; positive:0.0071; AAP:-0.0071; has:-0.0059; from:-0.0031; currently:-0.0029; Focus:-0.0024
GPT4oMini,indexes:-0.0198; trend:-0.0137; buy:0.0119; capitalize:0.0110; positive:0.0110; indicators:-0.0098; their:-0.0095; is:0.0070; further:0.0048; experiencing:0.0043
GPT4oMini,stock:0.0155; company:0.0052; is:0.0050; the:0.0048; as:0.0047; further:0.0046; offerings:0.0044; buying:0.0041; either:0.0015; sector:0.0001
GPT4oMini,columnist:-0.1044; pandemic:-0.0560; or:-0.0518; Volatility:-0.0396; to:-0.0351; rebounded:0.0292; t:0.0264; This:0.0254; his:-0.0230; nature:-0.0163
GPT4oMini,or:-0.0485; affect:-0.0435; insights:-0.0342; to:-0.0329; either:-0.0281; stock:0.0258; could:-0.0191; believes:0.0141; the:0.0124; analysis:0.0119
GPT4oMini,term:0.0637; short:-0.0494; strong:0.0439; it:0.0257; Indicators:-0.0238; stocks:0.0226; before:-0.0157; bullish:0.0144; selling:-0.0118; for:0.0103
GPT4oMini,short:-0.1947; shorting:-0.1249; bearish:-0.0816; indicate:-0.0444; levels:-0.0355; Price:-0.0303; see:-0.0225; posting:0.0130; This:-0.0055; Trading:-0.0002
GPT4oMini,pandemic:-0.1212; strain:-0.1151; sell:-0.0821; the:-0.0748; their:-0.0747; economic:-0.0687; buy:0.0540; Strain:-0.0474; an:0.0184; buying:0.0060
GPT4oMini,stock:0.0093; tweet:0.0074; on:0.0057; 6:0.0040; consider:0.0039; buying:0.0039; High:0.0038; user:-0.0037; are:-0.0012; lead:-0.0010
GPT4oMini,watch:-0.0923; news:-0.0449; probability:-0.0295; buy:0.0273; on:0.0272; Volatility:-0.0267; as:0.0223; negative:-0.0218; might:-0.0202; term:0.0157
GPT4oMini,term:0.1072; short:-0.0740; buying:0.0489; 11:0.0376; stock:0.0286; pins:0.0240; who:0.0230; trading:-0.0223; areas:-0.0207; resistance:-0.0168
GPT4oMini,short:-0.4688; squeeze:0.3017; expectation:-0.1226; If:-0.1032; stock:0.0929; of:-0.0884; term:0.0597; some:0.0211; reevaluate:-0.0126; gain:0.0040
GPT4oMini,perking:0.0077; PO:0.0058; stock:0.0055; stocks:0.0042; chemicals:-0.0018; information:0.0015; Volume:0.0013; sector:-0.0012; resilient:0.0007; strength:0.0005
GPT4oMini,term:0.1038; short:-0.0762; profit:0.0561; order:0.0446; Positive:0.0316; holdings:-0.0232; especially:-0.0134; imply:-0.0103; stop:-0.0098; point:-0.0045
GPT4oMini,short:-0.2914; bearish:-0.0830; The:-0.0564; may:-0.0529; denote:-0.0317; question:-0.0282; an:0.0195; are:-0.0126; has:0.0067; opportunity:-0.0045
GPT4oMini,conference:-0.0221; buying:0.0088; similar:0.0076; post:0.0072; Projection:-0.0059; news:-0.0056; lead:-0.0050; among:-0.0038; outcomes:-0.0029; confidence:-0.0010
GPT4oMini,decline:-0.1657; bearish:-0.1384; declines:-0.1075; short:-0.0970; lows:-0.0955; descending:-0.0905; to:-0.0804; recovery:-0.0706; stop:0.0606; Preparedness:0.0297
GPT4oMini,the:0.1005; downgrade:-0.0960; lowered:-0.0744; positive:0.0636; noting:-0.0500; good:0.0471; strategic:-0.0369; hopes:0.0321; narrative:-0.0316; volatility:-0.0290
GPT4oMini,speech:-0.0398; buying:0.0389; buy:0.0307; selling:-0.0267; influenced:0.0194; positive:0.0194; Obama:-0.0163; influence:-0.0070; tweet:-0.0053; context:-0.0002
GPT4oMini,stock:0.0118; Market:0.0053; consider:0.0048; s:0.0048; initial:0.0044; an:0.0044; wave:0.0038; individual:0.0036; investor:0.0028; anticipates:0.0015
GPT4oMini,done:0.0612; VIX:0.0505; report:-0.0471; volatility:-0.0383; take:0.0253; decrease:-0.0251; will:-0.0223; to:-0.0200; from:-0.0047; affect:-0.0011
GPT4oMini,stock:0.0141; Increased:0.0117; strategy:0.0110; BAC:0.0106; Block:-0.0103; look:0.0069; transactions:0.0064; that:0.0046; on:-0.0025; movement:0.0009
GPT4oMini,Apple:-0.0263; user:-0.0154; eye:-0.0143; monitoring:-0.0102; community:-0.0076; they:-0.0070; regarding:-0.0068; stock:0.0062; which:-0.0014; engage:0.0012
GPT4oMini,stock:0.0073; coverage:-0.0057; buy:0.0056; Price:0.0033; speculative:0.0033; stocks:0.0030; benefiting:0.0021; anticipation:0.0017; enhance:0.0017; Recent:0.0015
GPT4oMini,selling:-0.0805; Concerns:-0.0606; decline:-0.0585; influenced:-0.0568; diminished:-0.0560; lack:-0.0547; volatility:-0.0457; about:-0.0453; translate:0.0169; and:-0.0112
GPT4oMini,Triangle:-0.0311; price:0.0081; HEK:0.0070; closing:0.0066; Weekly:-0.0061; pattern:-0.0058; booming:-0.0056; indicate:0.0056; an:0.0053; sell:-0.0032
GPT4oMini,fading:-0.2757; decreasing:-0.1593; trend:-0.1275; losing:-0.0952; bearish:-0.0879; sell:-0.0870; declines:-0.0666; trading:-0.0653; shape:-0.0384; past:0.0287
GPT4oMini,stock:0.0081; price:0.0050; hot:0.0045; in:0.0044; opportunity:0.0035; higher:0.0030; media:0.0029; moment:0.0029; investors:0.0025; NKD:0.0000
GPT4oMini,downward:-0.3007; selling:-0.1535; reduced:-0.1050; tweet:-0.1046; further:-0.1046; worsen:-0.0973; freefall:0.0322; investor:-0.0256; buying:0.0230; confidence:0.0201
GPT4oMini,bearish:-0.2433; indicate:-0.1447; stop:0.1282; falling:-0.1248; stock:0.1199; decline:-0.0982; moving:-0.0904; signal:-0.0592; secure:0.0513; focusing:0.0251
GPT4oMini,decline:-0.1283; bearish:-0.1007; negative:-0.0785; selling:-0.0679; lack:-0.0678; Technical:-0.0611; Negative:-0.0443; confidence:0.0427; reinforcing:-0.0388; losses:-0.0370
GPT4oMini,pattern:-0.0342; stock:0.0254; Setup:-0.0233; Market:-0.0202; buy:0.0193; to:-0.0161; trend:-0.0153; momentum:0.0088; trading:0.0077; AO:-0.0006
GPT4oMini,stocks:0.0206; buy:0.0145; the:0.0077; price:0.0068; If:0.0049; losers:-0.0036; decisions:0.0015; to:0.0008; popularity:0.0003; trends:-0.0001
GPT4oMini,stock:0.0227; Bank:-0.0098; the:0.0073; specialized:-0.0069; conclusion:0.0065; Spartans:0.0056; considering:0.0056; By:0.0044; movements:0.0038; on:0.0022
GPT4oMini,RBI:-0.0729; economic:-0.0330; create:0.0191; liquidity:-0.0112; to:0.0101; Reserve:-0.0086; encourage:0.0086; 2:-0.0063; direction:-0.0043; crore:0.0000
GPT4oMini,cut:-0.5902; to:-0.1495; sustained:-0.0577; Geopolitical:-0.0552; Those:-0.0391; Saudi:-0.0337; Stability:-0.0333; global:0.0297; willing:0.0103; viability:-0.0076
GPT4oMini,stock:0.0113; pattern:-0.0093; experiencing:0.0088; favorable:0.0070; technical:0.0069; others:0.0057; BVSN:0.0056; flag:-0.0048; patterns:-0.0013; lead:0.0005
GPT4oMini,stock:0.0247; Interest:0.0123; short:-0.0072; The:0.0061; performance:0.0051; other:0.0048; anticipating:0.0042; Overall:0.0034; technical:-0.0008; channel:-0.0001
GPT4oMini,selling:-0.1508; lack:-0.1197; earnings:-0.0702; to:-0.0626; downward:-0.0625; confidence:0.0581; related:-0.0424; scuff:0.0262; other:0.0170; share:-0.0068
GPT4oMini,struggling:-0.0490; decline:-0.0470; short:-0.0430; term:0.0428; Gross:-0.0408; Promotion:0.0144; similar:0.0100; at:0.0057; about:-0.0042; on:0.0014
GPT4oMini,stock:0.0223; the:0.0157; long:-0.0123; on:0.0103; signal:0.0087; from:0.0062; being:-0.0061; momentum:0.0051; s:-0.0037; effect:-0.0023
GPT4oMini,pattern:-0.0347; stock:0.0135; the:0.0084; price:0.0064; are:0.0049; propelling:0.0047; Confirmation:-0.0038; signal:-0.0021; Market:0.0018; might:0.0001
GPT4oMini,shorting:-0.4725; bearish:-0.1291; decline:-0.1125; lead:-0.0835; adversely:0.0377; can:-0.0376; which:-0.0364; it:0.0316; setting:0.0281; SHOT:0.0170
GPT4oMini,the:0.0127; stock:0.0115; a:0.0093; increased:0.0079; stop:0.0078; some:0.0069; broader:0.0063; suggestion:-0.0029; barrier:-0.0017; decisions:-0.0017
GPT4oMini,short:-0.2005; declines:-0.1032; losses:-0.0657; their:-0.0653; decrease:-0.0648; mention:-0.0571; tweet:-0.0524; suggests:0.0163; clear:0.0135; share:0.0120
GPT4oMini,company:0.0087; investor:0.0082; hint:0.0071; increase:0.0060; the:0.0058; significant:0.0048; adapting:0.0048; an:0.0043; phrase:-0.0007; geographic:0.0000
GPT4oMini,short:-0.4311; bearish:-0.1528; faltering:-0.0751; making:-0.0564; strategy:-0.0312; current:0.0256; with:0.0253; forming:0.0055; based:0.0035; where:0.0019
GPT4oMini,joblessness:-0.2781; implications:-0.1105; sell:-0.1088; reduces:-0.0942; trouble:-0.0897; of:-0.0494; are:-0.0473; back:0.0169; authorities:-0.0110; 5:0.0055
GPT4oMini,declines:-0.3221; not:-0.1482; weakness:-0.1471; further:-0.1421; decline:-0.1318; reassess:-0.1100; pattern:-0.0657; entry:0.0143; If:-0.0138; is:-0.0135
GPT4oMini,rate:-0.1394; emergency:-0.1260; rates:-0.0765; borrowing:-0.0713; in:-0.0678; can:-0.0483; interest:0.0235; This:0.0183; raising:0.0162; Raising:0.0079
GPT4oMini,stock:0.0206; a:0.0167; growth:0.0161; position:0.0131; selling:-0.0086; long:-0.0049; BK:-0.0035; increasing:-0.0026; Market:-0.0010; expected:-0.0008
GPT4oMini,the:0.0108; stock:0.0106; have:0.0061; magic:0.0058; GMX:0.0056; may:0.0046; Engagement:0.0041; to:-0.0038; consumers:-0.0008; encouraging:0.0002
GPT4oMini,stock:0.0090; buying:0.0056; Fargo:-0.0056; Wells:0.0055; confidence:0.0043; stable:0.0035; Potential:0.0028; Performance:0.0006; revenue:-0.0002; The:0.0001
GPT4oMini,short:-0.1833; decline:-0.1366; bearish:-0.1099; down:-0.0974; term:0.0773; downward:-0.0761; their:-0.0711; effect:-0.0703; selling:-0.0616; 4:0.0337
GPT4oMini,shorted:-0.2128; squeeze:0.1524; hedge:-0.1185; and:0.1051; stabilizing:0.0798; Highly:0.0769; stocks:0.0740; oversold:0.0636; short:-0.0534; If:-0.0127
GPT4oMini,on:0.0084; DOV:0.0065; stock:0.0063; in:0.0062; stocks:0.0060; could:0.0049; be:0.0044; are:0.0042; trades:0.0039; buying:0.0034
GPT4oMini,pattern:-0.0223; stock:0.0138; bullish:0.0098; volume:0.0094; buying:0.0081; 4:0.0049; sentiment:0.0043; trend:-0.0019; confirmations:-0.0005; to:-0.0000
GPT4oMini,stock:0.0065; could:0.0036; on:0.0031; at:0.0028; performance:0.0025; new:0.0023; price:0.0022; companies:0.0014; opportunities:0.0004; healthcare:-0.0003
GPT4oMini,stock:0.0069; buy:0.0066; buying:0.0058; new:0.0056; the:0.0051; trend:-0.0045; a:0.0040; shares:0.0032; making:0.0031; adopter:0.0001
GPT4oMini,declines:-0.1794; downward:-0.0862; further:-0.0842; bearish:-0.0725; positive:0.0692; waning:-0.0683; the:0.0648; negative:-0.0646; avoid:0.0354; conclusion:-0.0341
GPT4oMini,term:0.0916; short:-0.0653; positive:0.0433; make:0.0432; them:-0.0292; can:0.0283; Traders:0.0247; earning:0.0211; AAPL:-0.0210; mention:-0.0171
GPT4oMini,Android:0.0098; stock:0.0070; the:0.0064; and:0.0054; equally:0.0035; advertisements:0.0023; popularity:-0.0019; may:-0.0012; innovation:0.0011; updates:-0.0002
GPT4oMini,transportation:-0.0643; buy:0.0461; sell:-0.0453; indicators:-0.0347; points:-0.0276; sector:-0.0275; can:-0.0190; cash:0.0053; stocks:0.0041; mention:-0.0030
GPT4oMini,stock:0.0101; Barrier:0.0045; could:0.0038; 5:0.0037; may:0.0037; a:0.0035; Psychological:0.0033; attract:0.0029; their:-0.0010; crossing:0.0005
GPT4oMini,the:0.0205; under:-0.0179; price:0.0150; resilience:0.0092; to:-0.0091; among:-0.0089; hasty:0.0077; opportunity:-0.0075; opportunities:0.0075; buy:0.0051
GPT4oMini,stock:0.0133; poster:-0.0116; the:0.0075; buy:0.0060; BIOF:0.0059; and:0.0045; on:0.0041; aligns:-0.0033; phrase:-0.0029; impacting:-0.0012
GPT4oMini,firing:-0.2149; CEO:-0.1447; panic:-0.1317; company:-0.1291; may:-0.0877; the:0.0400; market:-0.0240; profits:0.0143; Buying:0.0133; investor:-0.0133
GPT4oMini,stock:0.0101; buy:0.0078; IDCC:0.0073; price:0.0059; Engagement:0.0049; patterns:-0.0049; part:0.0048; insights:0.0013; bullish:-0.0011; making:0.0008
GPT4oMini,shorting:-0.2371; short:-0.1699; decrease:-0.0716; issue:-0.0607; Short:-0.0460; future:-0.0437; see:0.0238; by:0.0122; Liquidity:0.0028; action:0.0005
GPT4oMini,Rupee:-0.1809; A:-0.0651; volatility:-0.0617; pharmaceuticals:-0.0545; industries:-0.0529; currency:-0.0508; rising:-0.0417; export:0.0082; fluctuations:0.0070; stocks:0.0026
GPT4oMini,down:-0.2265; decline:-0.2163; to:-0.1859; lack:-0.1452; stock:0.1248; declines:-0.1178; further:-0.1023; AAPL:-0.0532; stabilizing:0.0436; at:-0.0250
GPT4oMini,stock:0.0228; price:0.0136; the:0.0117; buy:0.0096; profit:0.0088; sell:-0.0077; Achieved:0.0076; could:0.0073; implications:-0.0052; Resistance:-0.0035
GPT4oMini,AAP:-0.1723; lack:-0.1163; sell:-0.1133; downturn:-0.1016; tweet:-0.0719; hate:-0.0624; Negative:-0.0604; ambiguity:-0.0537; some:0.0306; keep:0.0174
GPT4oMini,the:0.0109; buying:0.0092; a:0.0089; Potential:0.0086; investor:0.0084; stock:0.0076; patience:-0.0054; tweet:-0.0027; Google:-0.0026; articulating:-0.0001
GPT4oMini,bearish:-0.2399; drop:-0.2255; decline:-0.1940; declines:-0.1164; dropped:-0.1154; negative:-0.0845; buy:0.0603; this:0.0502; the:0.0311; prompting:0.0135
GPT4oMini,decline:-0.2081; decrease:-0.1265; declines:-0.1145; Negative:-0.0781; concerns:-0.0654; to:-0.0627; investors:-0.0587; the:0.0264; profit:0.0244; Impact:0.0050
GPT4oMini,stock:0.0113; the:0.0066; to:0.0060; CEG:0.0057; investor:0.0051; a:0.0042; viewing:0.0031; represented:-0.0006; that:0.0003; expressing:-0.0002
GPT4oMini,short:-0.4042; bearish:-0.0764; implications:-0.0674; negative:-0.0590; decline:-0.0577; Sentiment:-0.0374; 3:-0.0310; performance:-0.0257; their:-0.0247; increased:0.0233
GPT4oMini,stock:0.0106; the:0.0060; stocks:0.0048; accumulate:0.0037; they:0.0028; times:0.0028; conditions:0.0015; there:0.0008; fluctuations:-0.0006; Investors:0.0001
